LoyaltyId,PurchaseId,ProductId,PurchasedOn,TotalPrice,RewardPointsAdded,ActivityTypeDisplay,Subject
LOYID_3080,PID_9323,ProdID_9323,2018-01-09,74,20,POS Purchase,Purchased a product In-Store
LOYID_3080,PID_9324,ProdID_9324,2018-07-03,152,38,POS Purchase,Purchased a product In-Store
LOYID_3080,PID_9325,ProdID_9325,2018-09-14,64,21,POS Purchase,Purchased a product In-Store
LOYID_3081,PID_9326,ProdID_9326,2018-10-23,163,49,POS Purchase,Purchased a product In-Store
LOYID_3081,PID_9327,ProdID_9327,2019-01-13,164,44,POS Purchase,Purchased a product In-Store
LOYID_3081,PID_9328,ProdID_9328,2019-01-23,172,25,POS Purchase,Purchased a product In-Store
LOYID_3081,PID_9329,ProdID_9329,2019-01-30,82,42,POS Purchase,Purchased a product In-Store
LOYID_3081,PID_9330,ProdID_9330,2019-02-03,157,37,POS Purchase,Purchased a product In-Store
LOYID_3082,PID_9331,ProdID_9331,2017-12-09,57,30,POS Purchase,Purchased a product In-Store
LOYID_3082,PID_9332,ProdID_9332,2019-01-02,164,32,POS Purchase,Purchased a product In-Store
LOYID_3082,PID_9333,ProdID_9333,2019-01-14,88,41,POS Purchase,Purchased a product In-Store
LOYID_3082,PID_9334,ProdID_9334,2019-02-04,166,25,POS Purchase,Purchased a product In-Store
LOYID_3083,PID_9335,ProdID_9335,2017-04-11,191,28,POS Purchase,Purchased a product In-Store
LOYID_3083,PID_9336,ProdID_9336,2018-12-04,58,45,POS Purchase,Purchased a product In-Store
LOYID_3083,PID_9337,ProdID_9337,2019-01-15,107,43,POS Purchase,Purchased a product In-Store
LOYID_3084,PID_9338,ProdID_9338,2018-08-05,125,41,POS Purchase,Purchased a product In-Store
LOYID_3084,PID_9339,ProdID_9339,2018-11-21,147,49,POS Purchase,Purchased a product In-Store
LOYID_3084,PID_9340,ProdID_9340,2018-11-26,63,21,POS Purchase,Purchased a product In-Store
LOYID_3084,PID_9341,ProdID_9341,2018-12-14,79,24,POS Purchase,Purchased a product In-Store
LOYID_3085,PID_9342,ProdID_9342,2018-05-25,155,49,POS Purchase,Purchased a product In-Store
LOYID_3085,PID_9343,ProdID_9343,2018-12-05,88,41,POS Purchase,Purchased a product In-Store
LOYID_3085,PID_9344,ProdID_9344,2018-12-17,164,43,POS Purchase,Purchased a product In-Store
LOYID_3085,PID_9345,ProdID_9345,2019-01-07,74,20,POS Purchase,Purchased a product In-Store
LOYID_3086,PID_9346,ProdID_9346,2018-05-15,129,23,POS Purchase,Purchased a product In-Store
LOYID_3086,PID_9347,ProdID_9347,2018-05-31,195,26,POS Purchase,Purchased a product In-Store
LOYID_3086,PID_9348,ProdID_9348,2018-06-29,61,39,POS Purchase,Purchased a product In-Store
LOYID_3087,PID_9349,ProdID_9349,2017-02-23,144,40,POS Purchase,Purchased a product In-Store
LOYID_3087,PID_9350,ProdID_9350,2017-08-13,77,45,POS Purchase,Purchased a product In-Store
LOYID_3087,PID_9351,ProdID_9351,2018-10-17,186,28,POS Purchase,Purchased a product In-Store
LOYID_3087,PID_9352,ProdID_9352,2019-01-01,149,26,POS Purchase,Purchased a product In-Store
LOYID_3088,PID_9353,ProdID_9353,2017-05-22,152,38,POS Purchase,Purchased a product In-Store
LOYID_3088,PID_9354,ProdID_9354,2018-05-07,141,42,POS Purchase,Purchased a product In-Store
LOYID_3088,PID_9355,ProdID_9355,2018-08-03,137,33,POS Purchase,Purchased a product In-Store
LOYID_3088,PID_9356,ProdID_9356,2018-09-13,183,39,POS Purchase,Purchased a product In-Store
LOYID_3088,PID_9357,ProdID_9357,2018-11-06,181,49,POS Purchase,Purchased a product In-Store
LOYID_3089,PID_9358,ProdID_9358,2018-08-24,184,27,POS Purchase,Purchased a product In-Store
LOYID_3089,PID_9359,ProdID_9359,2018-08-27,126,22,POS Purchase,Purchased a product In-Store
LOYID_3089,PID_9360,ProdID_9360,2018-11-27,175,46,POS Purchase,Purchased a product In-Store
LOYID_3089,PID_9361,ProdID_9361,2019-02-03,82,36,POS Purchase,Purchased a product In-Store
LOYID_3090,PID_9362,ProdID_9362,2018-06-17,38,37,POS Purchase,Purchased a product In-Store
LOYID_3090,PID_9363,ProdID_9363,2018-10-25,45,42,POS Purchase,Purchased a product In-Store
LOYID_3090,PID_9364,ProdID_9364,2019-01-15,35,38,POS Purchase,Purchased a product In-Store
LOYID_3091,PID_9365,ProdID_9365,2018-12-26,137,21,POS Purchase,Purchased a product In-Store
LOYID_3091,PID_9366,ProdID_9366,2018-12-31,130,20,POS Purchase,Purchased a product In-Store
LOYID_3091,PID_9367,ProdID_9367,2019-01-30,37,45,POS Purchase,Purchased a product In-Store
LOYID_3091,PID_9368,ProdID_9368,2019-02-04,130,37,POS Purchase,Purchased a product In-Store
LOYID_3091,PID_9369,ProdID_9369,2019-02-05,75,28,POS Purchase,Purchased a product In-Store
LOYID_3092,PID_9370,ProdID_9370,2018-08-12,123,34,POS Purchase,Purchased a product In-Store
LOYID_3092,PID_9371,ProdID_9371,2018-12-25,135,38,POS Purchase,Purchased a product In-Store
LOYID_3092,PID_9372,ProdID_9372,2019-01-31,85,39,POS Purchase,Purchased a product In-Store
LOYID_3093,PID_9373,ProdID_9373,2018-03-08,187,46,POS Purchase,Purchased a product In-Store
LOYID_3093,PID_9374,ProdID_9374,2018-07-05,39,42,POS Purchase,Purchased a product In-Store
LOYID_3093,PID_9375,ProdID_9375,2018-10-19,164,25,POS Purchase,Purchased a product In-Store
LOYID_3093,PID_9376,ProdID_9376,2019-01-05,165,25,POS Purchase,Purchased a product In-Store
LOYID_3094,PID_9377,ProdID_9377,2018-08-31,58,36,POS Purchase,Purchased a product In-Store
LOYID_3094,PID_9378,ProdID_9378,2019-01-26,125,34,POS Purchase,Purchased a product In-Store
LOYID_3094,PID_9379,ProdID_9379,2019-01-29,69,49,POS Purchase,Purchased a product In-Store
LOYID_3094,PID_9380,ProdID_9380,2019-01-30,94,26,POS Purchase,Purchased a product In-Store
LOYID_3094,PID_9381,ProdID_9381,2019-02-02,91,45,POS Purchase,Purchased a product In-Store
LOYID_3095,PID_9382,ProdID_9382,2017-11-12,78,34,POS Purchase,Purchased a product In-Store
LOYID_3095,PID_9383,ProdID_9383,2018-03-19,144,47,POS Purchase,Purchased a product In-Store
LOYID_3095,PID_9384,ProdID_9384,2018-10-15,40,40,POS Purchase,Purchased a product In-Store
LOYID_3095,PID_9385,ProdID_9385,2019-02-06,31,35,POS Purchase,Purchased a product In-Store
LOYID_3096,PID_9386,ProdID_9386,2018-07-14,127,28,POS Purchase,Purchased a product In-Store
LOYID_3096,PID_9387,ProdID_9387,2018-08-19,67,21,POS Purchase,Purchased a product In-Store
LOYID_3096,PID_9388,ProdID_9388,2018-10-29,188,30,POS Purchase,Purchased a product In-Store
LOYID_3096,PID_9389,ProdID_9389,2019-01-15,50,46,POS Purchase,Purchased a product In-Store
LOYID_3097,PID_9390,ProdID_9390,2018-07-19,108,43,POS Purchase,Purchased a product In-Store
LOYID_3097,PID_9391,ProdID_9391,2018-10-16,92,26,POS Purchase,Purchased a product In-Store
LOYID_3097,PID_9392,ProdID_9392,2018-12-06,134,41,POS Purchase,Purchased a product In-Store
LOYID_3097,PID_9393,ProdID_9393,2018-12-25,108,41,POS Purchase,Purchased a product In-Store
LOYID_3097,PID_9394,ProdID_9394,2019-01-06,106,26,POS Purchase,Purchased a product In-Store
LOYID_3098,PID_9395,ProdID_9395,2017-05-15,179,47,POS Purchase,Purchased a product In-Store
LOYID_3098,PID_9396,ProdID_9396,2018-04-21,57,28,POS Purchase,Purchased a product In-Store
LOYID_3098,PID_9397,ProdID_9397,2018-06-05,174,48,POS Purchase,Purchased a product In-Store
LOYID_3098,PID_9398,ProdID_9398,2018-11-22,56,33,POS Purchase,Purchased a product In-Store
LOYID_3098,PID_9399,ProdID_9399,2018-12-18,71,29,POS Purchase,Purchased a product In-Store
LOYID_3099,PID_9400,ProdID_9400,2017-10-14,143,48,POS Purchase,Purchased a product In-Store
LOYID_3099,PID_9401,ProdID_9401,2018-11-18,127,33,POS Purchase,Purchased a product In-Store
LOYID_3099,PID_9402,ProdID_9402,2018-12-04,55,24,POS Purchase,Purchased a product In-Store
LOYID_3099,PID_9403,ProdID_9403,2018-12-07,179,30,POS Purchase,Purchased a product In-Store
LOYID_3099,PID_9404,ProdID_9404,2019-01-13,179,31,POS Purchase,Purchased a product In-Store
LOYID_3100,PID_9405,ProdID_9405,2018-04-14,42,43,POS Purchase,Purchased a product In-Store
LOYID_3100,PID_9406,ProdID_9406,2018-11-23,125,40,POS Purchase,Purchased a product In-Store
LOYID_3100,PID_9407,ProdID_9407,2019-02-06,145,31,POS Purchase,Purchased a product In-Store
LOYID_3100,PID_9408,ProdID_9408,2019-02-06,42,43,POS Purchase,Purchased a product In-Store
LOYID_3101,PID_9409,ProdID_9409,2018-08-01,31,48,POS Purchase,Purchased a product In-Store
LOYID_3101,PID_9410,ProdID_9410,2018-10-04,36,32,POS Purchase,Purchased a product In-Store
LOYID_3101,PID_9411,ProdID_9411,2018-11-14,102,31,POS Purchase,Purchased a product In-Store
LOYID_3101,PID_9412,ProdID_9412,2019-01-09,184,32,POS Purchase,Purchased a product In-Store
LOYID_3102,PID_9413,ProdID_9413,2018-11-19,62,26,POS Purchase,Purchased a product In-Store
LOYID_3102,PID_9414,ProdID_9414,2018-12-08,168,42,POS Purchase,Purchased a product In-Store
LOYID_3102,PID_9415,ProdID_9415,2019-01-15,89,34,POS Purchase,Purchased a product In-Store
LOYID_3102,PID_9416,ProdID_9416,2019-01-28,149,45,POS Purchase,Purchased a product In-Store
LOYID_3102,PID_9417,ProdID_9417,2019-01-30,153,42,POS Purchase,Purchased a product In-Store
LOYID_3103,PID_9418,ProdID_9418,2018-09-03,75,24,POS Purchase,Purchased a product In-Store
LOYID_3103,PID_9419,ProdID_9419,2018-09-22,178,39,POS Purchase,Purchased a product In-Store
LOYID_3103,PID_9420,ProdID_9420,2018-11-18,163,33,POS Purchase,Purchased a product In-Store
LOYID_3103,PID_9421,ProdID_9421,2019-01-31,159,47,POS Purchase,Purchased a product In-Store
LOYID_3104,PID_9422,ProdID_9422,2018-08-01,102,23,POS Purchase,Purchased a product In-Store
LOYID_3104,PID_9423,ProdID_9423,2018-08-31,151,23,POS Purchase,Purchased a product In-Store
LOYID_3104,PID_9424,ProdID_9424,2018-12-16,164,28,POS Purchase,Purchased a product In-Store
LOYID_3104,PID_9425,ProdID_9425,2019-01-25,90,20,POS Purchase,Purchased a product In-Store
LOYID_3105,PID_9426,ProdID_9426,2018-04-20,111,25,POS Purchase,Purchased a product In-Store
LOYID_3105,PID_9427,ProdID_9427,2018-09-21,153,29,POS Purchase,Purchased a product In-Store
LOYID_3105,PID_9428,ProdID_9428,2019-02-02,164,20,POS Purchase,Purchased a product In-Store
LOYID_3106,PID_9429,ProdID_9429,2017-01-12,58,29,POS Purchase,Purchased a product In-Store
LOYID_3106,PID_9430,ProdID_9430,2017-03-08,144,42,POS Purchase,Purchased a product In-Store
LOYID_3106,PID_9431,ProdID_9431,2018-01-29,77,20,POS Purchase,Purchased a product In-Store
LOYID_3107,PID_9432,ProdID_9432,2018-08-23,129,48,POS Purchase,Purchased a product In-Store
LOYID_3107,PID_9433,ProdID_9433,2018-09-12,95,45,POS Purchase,Purchased a product In-Store
LOYID_3107,PID_9434,ProdID_9434,2018-10-13,89,32,POS Purchase,Purchased a product In-Store
LOYID_3107,PID_9435,ProdID_9435,2018-11-23,164,46,POS Purchase,Purchased a product In-Store
LOYID_3108,PID_9436,ProdID_9436,2017-09-14,111,42,POS Purchase,Purchased a product In-Store
LOYID_3108,PID_9437,ProdID_9437,2018-09-14,92,42,POS Purchase,Purchased a product In-Store
LOYID_3108,PID_9438,ProdID_9438,2018-12-31,93,48,POS Purchase,Purchased a product In-Store
LOYID_3108,PID_9439,ProdID_9439,2019-02-05,172,21,POS Purchase,Purchased a product In-Store
LOYID_3109,PID_9440,ProdID_9440,2017-08-18,117,21,POS Purchase,Purchased a product In-Store
LOYID_3109,PID_9441,ProdID_9441,2018-03-14,187,37,POS Purchase,Purchased a product In-Store
LOYID_3109,PID_9442,ProdID_9442,2018-09-20,192,41,POS Purchase,Purchased a product In-Store
LOYID_3109,PID_9443,ProdID_9443,2019-02-02,69,28,POS Purchase,Purchased a product In-Store
LOYID_3110,PID_9444,ProdID_9444,2017-09-01,39,30,POS Purchase,Purchased a product In-Store
LOYID_3110,PID_9445,ProdID_9445,2018-04-08,188,21,POS Purchase,Purchased a product In-Store
LOYID_3110,PID_9446,ProdID_9446,2018-12-17,57,36,POS Purchase,Purchased a product In-Store
LOYID_3111,PID_9447,ProdID_9447,2018-04-30,167,22,POS Purchase,Purchased a product In-Store
LOYID_3111,PID_9448,ProdID_9448,2018-09-26,146,48,POS Purchase,Purchased a product In-Store
LOYID_3111,PID_9449,ProdID_9449,2019-01-18,115,34,POS Purchase,Purchased a product In-Store
LOYID_3112,PID_9450,ProdID_9450,2017-06-14,125,39,POS Purchase,Purchased a product In-Store
LOYID_3112,PID_9451,ProdID_9451,2017-11-18,114,36,POS Purchase,Purchased a product In-Store
LOYID_3112,PID_9452,ProdID_9452,2018-08-23,194,41,POS Purchase,Purchased a product In-Store
LOYID_3112,PID_9453,ProdID_9453,2019-01-31,138,35,POS Purchase,Purchased a product In-Store
LOYID_3113,PID_9454,ProdID_9454,2017-03-11,144,37,POS Purchase,Purchased a product In-Store
LOYID_3113,PID_9455,ProdID_9455,2017-06-25,112,41,POS Purchase,Purchased a product In-Store
LOYID_3113,PID_9456,ProdID_9456,2017-08-27,49,49,POS Purchase,Purchased a product In-Store
LOYID_3113,PID_9457,ProdID_9457,2018-10-15,64,45,POS Purchase,Purchased a product In-Store
LOYID_3114,PID_9458,ProdID_9458,2017-06-26,92,25,POS Purchase,Purchased a product In-Store
LOYID_3114,PID_9459,ProdID_9459,2018-10-23,135,28,POS Purchase,Purchased a product In-Store
LOYID_3114,PID_9460,ProdID_9460,2019-01-13,110,38,POS Purchase,Purchased a product In-Store
LOYID_3114,PID_9461,ProdID_9461,2019-02-04,58,42,POS Purchase,Purchased a product In-Store
LOYID_3115,PID_9462,ProdID_9462,2018-06-28,99,22,POS Purchase,Purchased a product In-Store
LOYID_3115,PID_9463,ProdID_9463,2018-10-01,83,40,POS Purchase,Purchased a product In-Store
LOYID_3115,PID_9464,ProdID_9464,2018-10-14,139,20,POS Purchase,Purchased a product In-Store
LOYID_3115,PID_9465,ProdID_9465,2018-11-11,181,21,POS Purchase,Purchased a product In-Store
LOYID_3116,PID_9466,ProdID_9466,2017-03-13,82,49,POS Purchase,Purchased a product In-Store
LOYID_3116,PID_9467,ProdID_9467,2019-01-27,188,32,POS Purchase,Purchased a product In-Store
LOYID_3116,PID_9468,ProdID_9468,2019-01-30,81,28,POS Purchase,Purchased a product In-Store
LOYID_3116,PID_9469,ProdID_9469,2019-02-05,133,36,POS Purchase,Purchased a product In-Store
LOYID_3117,PID_9470,ProdID_9470,2017-11-06,40,24,POS Purchase,Purchased a product In-Store
LOYID_3117,PID_9471,ProdID_9471,2018-12-12,129,30,POS Purchase,Purchased a product In-Store
LOYID_3117,PID_9472,ProdID_9472,2018-12-29,176,22,POS Purchase,Purchased a product In-Store
LOYID_3118,PID_9473,ProdID_9473,2017-10-20,61,20,POS Purchase,Purchased a product In-Store
LOYID_3118,PID_9474,ProdID_9474,2019-01-17,91,33,POS Purchase,Purchased a product In-Store
LOYID_3118,PID_9475,ProdID_9475,2019-01-27,69,42,POS Purchase,Purchased a product In-Store
LOYID_3119,PID_9476,ProdID_9476,2018-03-21,129,24,POS Purchase,Purchased a product In-Store
LOYID_3119,PID_9477,ProdID_9477,2018-12-27,191,31,POS Purchase,Purchased a product In-Store
LOYID_3119,PID_9478,ProdID_9478,2019-01-18,124,32,POS Purchase,Purchased a product In-Store
LOYID_3120,PID_9479,ProdID_9479,2018-02-19,63,47,POS Purchase,Purchased a product In-Store
LOYID_3120,PID_9480,ProdID_9480,2018-10-28,111,45,POS Purchase,Purchased a product In-Store
LOYID_3120,PID_9481,ProdID_9481,2018-11-29,32,42,POS Purchase,Purchased a product In-Store
LOYID_3121,PID_9482,ProdID_9482,2018-04-01,73,27,POS Purchase,Purchased a product In-Store
LOYID_3121,PID_9483,ProdID_9483,2019-01-07,182,29,POS Purchase,Purchased a product In-Store
LOYID_3121,PID_9484,ProdID_9484,2019-01-16,133,48,POS Purchase,Purchased a product In-Store
LOYID_3121,PID_9485,ProdID_9485,2019-01-18,93,46,POS Purchase,Purchased a product In-Store
LOYID_3121,PID_9486,ProdID_9486,2019-01-22,46,48,POS Purchase,Purchased a product In-Store
LOYID_3122,PID_9487,ProdID_9487,2017-02-11,130,33,POS Purchase,Purchased a product In-Store
LOYID_3122,PID_9488,ProdID_9488,2017-07-31,125,36,POS Purchase,Purchased a product In-Store
LOYID_3122,PID_9489,ProdID_9489,2017-11-23,54,24,POS Purchase,Purchased a product In-Store
LOYID_3123,PID_9490,ProdID_9490,2017-08-25,166,31,POS Purchase,Purchased a product In-Store
LOYID_3123,PID_9491,ProdID_9491,2018-03-03,144,21,POS Purchase,Purchased a product In-Store
LOYID_3123,PID_9492,ProdID_9492,2018-10-31,131,22,POS Purchase,Purchased a product In-Store
LOYID_3123,PID_9493,ProdID_9493,2019-01-17,89,21,POS Purchase,Purchased a product In-Store
LOYID_3124,PID_9494,ProdID_9494,2019-01-22,128,22,POS Purchase,Purchased a product In-Store
LOYID_3124,PID_9495,ProdID_9495,2019-01-28,31,37,POS Purchase,Purchased a product In-Store
LOYID_3124,PID_9496,ProdID_9496,2019-02-06,155,45,POS Purchase,Purchased a product In-Store
LOYID_3125,PID_9497,ProdID_9497,2017-02-09,186,31,POS Purchase,Purchased a product In-Store
LOYID_3125,PID_9498,ProdID_9498,2018-12-07,140,40,POS Purchase,Purchased a product In-Store
LOYID_3125,PID_9499,ProdID_9499,2018-12-31,77,34,POS Purchase,Purchased a product In-Store
LOYID_3126,PID_9500,ProdID_9500,2017-05-05,181,23,POS Purchase,Purchased a product In-Store
LOYID_3126,PID_9501,ProdID_9501,2018-05-09,118,44,POS Purchase,Purchased a product In-Store
LOYID_3126,PID_9502,ProdID_9502,2018-11-20,49,40,POS Purchase,Purchased a product In-Store
LOYID_3126,PID_9503,ProdID_9503,2019-02-06,188,28,POS Purchase,Purchased a product In-Store
LOYID_3127,PID_9504,ProdID_9504,2018-02-19,30,37,POS Purchase,Purchased a product In-Store
LOYID_3127,PID_9505,ProdID_9505,2018-10-05,118,22,POS Purchase,Purchased a product In-Store
LOYID_3127,PID_9506,ProdID_9506,2019-01-03,70,45,POS Purchase,Purchased a product In-Store
LOYID_3127,PID_9507,ProdID_9507,2019-01-30,59,43,POS Purchase,Purchased a product In-Store
LOYID_3128,PID_9508,ProdID_9508,2017-02-02,111,41,POS Purchase,Purchased a product In-Store
LOYID_3128,PID_9509,ProdID_9509,2018-04-23,147,46,POS Purchase,Purchased a product In-Store
LOYID_3128,PID_9510,ProdID_9510,2019-01-22,144,22,POS Purchase,Purchased a product In-Store
LOYID_3128,PID_9511,ProdID_9511,2019-02-04,95,24,POS Purchase,Purchased a product In-Store
LOYID_3129,PID_9512,ProdID_9512,2017-11-19,60,44,POS Purchase,Purchased a product In-Store
LOYID_3129,PID_9513,ProdID_9513,2019-01-01,48,34,POS Purchase,Purchased a product In-Store
LOYID_3129,PID_9514,ProdID_9514,2019-01-03,34,21,POS Purchase,Purchased a product In-Store
LOYID_3130,PID_9515,ProdID_9515,2018-06-11,33,23,POS Purchase,Purchased a product In-Store
LOYID_3130,PID_9516,ProdID_9516,2018-12-04,133,30,POS Purchase,Purchased a product In-Store
LOYID_3130,PID_9517,ProdID_9517,2018-12-24,42,30,POS Purchase,Purchased a product In-Store
LOYID_3130,PID_9518,ProdID_9518,2019-01-04,120,38,POS Purchase,Purchased a product In-Store
LOYID_3130,PID_9519,ProdID_9519,2019-01-24,165,41,POS Purchase,Purchased a product In-Store
LOYID_3131,PID_9520,ProdID_9520,2017-11-28,151,42,POS Purchase,Purchased a product In-Store
LOYID_3131,PID_9521,ProdID_9521,2018-11-15,88,47,POS Purchase,Purchased a product In-Store
LOYID_3131,PID_9522,ProdID_9522,2018-12-05,103,32,POS Purchase,Purchased a product In-Store
LOYID_3131,PID_9523,ProdID_9523,2019-01-10,181,33,POS Purchase,Purchased a product In-Store
LOYID_3132,PID_9524,ProdID_9524,2018-12-11,72,26,POS Purchase,Purchased a product In-Store
LOYID_3132,PID_9525,ProdID_9525,2019-01-18,189,25,POS Purchase,Purchased a product In-Store
LOYID_3132,PID_9526,ProdID_9526,2019-01-25,148,47,POS Purchase,Purchased a product In-Store
LOYID_3133,PID_9527,ProdID_9527,2018-07-31,76,36,POS Purchase,Purchased a product In-Store
LOYID_3133,PID_9528,ProdID_9528,2019-02-03,106,46,POS Purchase,Purchased a product In-Store
LOYID_3133,PID_9529,ProdID_9529,2019-02-04,182,47,POS Purchase,Purchased a product In-Store
LOYID_3133,PID_9530,ProdID_9530,2019-02-06,36,31,POS Purchase,Purchased a product In-Store
LOYID_3133,PID_9531,ProdID_9531,2019-02-06,86,20,POS Purchase,Purchased a product In-Store
LOYID_3134,PID_9532,ProdID_9532,2018-05-28,150,44,POS Purchase,Purchased a product In-Store
LOYID_3134,PID_9533,ProdID_9533,2018-12-03,85,27,POS Purchase,Purchased a product In-Store
LOYID_3134,PID_9534,ProdID_9534,2019-01-26,176,21,POS Purchase,Purchased a product In-Store
LOYID_3134,PID_9535,ProdID_9535,2019-02-04,55,42,POS Purchase,Purchased a product In-Store
LOYID_3134,PID_9536,ProdID_9536,2019-02-05,88,34,POS Purchase,Purchased a product In-Store
LOYID_3135,PID_9537,ProdID_9537,2018-12-19,80,45,POS Purchase,Purchased a product In-Store
LOYID_3135,PID_9538,ProdID_9538,2019-01-22,91,49,POS Purchase,Purchased a product In-Store
LOYID_3135,PID_9539,ProdID_9539,2019-02-06,48,32,POS Purchase,Purchased a product In-Store
LOYID_3135,PID_9540,ProdID_9540,2019-02-06,88,32,POS Purchase,Purchased a product In-Store
LOYID_3135,PID_9541,ProdID_9541,2019-02-06,110,31,POS Purchase,Purchased a product In-Store
LOYID_3136,PID_9542,ProdID_9542,2018-04-07,186,40,POS Purchase,Purchased a product In-Store
LOYID_3136,PID_9543,ProdID_9543,2018-07-08,156,38,POS Purchase,Purchased a product In-Store
LOYID_3136,PID_9544,ProdID_9544,2018-07-16,45,48,POS Purchase,Purchased a product In-Store
LOYID_3137,PID_9545,ProdID_9545,2017-10-03,58,30,POS Purchase,Purchased a product In-Store
LOYID_3137,PID_9546,ProdID_9546,2017-11-05,143,22,POS Purchase,Purchased a product In-Store
LOYID_3137,PID_9547,ProdID_9547,2018-07-21,150,32,POS Purchase,Purchased a product In-Store
LOYID_3137,PID_9548,ProdID_9548,2018-08-05,152,33,POS Purchase,Purchased a product In-Store
LOYID_3137,PID_9549,ProdID_9549,2018-09-18,136,49,POS Purchase,Purchased a product In-Store
LOYID_3138,PID_9550,ProdID_9550,2017-06-09,125,23,POS Purchase,Purchased a product In-Store
LOYID_3138,PID_9551,ProdID_9551,2017-11-16,106,30,POS Purchase,Purchased a product In-Store
LOYID_3138,PID_9552,ProdID_9552,2018-03-13,96,37,POS Purchase,Purchased a product In-Store
LOYID_3139,PID_9553,ProdID_9553,2018-04-02,175,20,POS Purchase,Purchased a product In-Store
LOYID_3139,PID_9554,ProdID_9554,2019-01-12,152,40,POS Purchase,Purchased a product In-Store
LOYID_3139,PID_9555,ProdID_9555,2019-01-31,32,47,POS Purchase,Purchased a product In-Store
LOYID_3139,PID_9556,ProdID_9556,2019-02-05,164,23,POS Purchase,Purchased a product In-Store
LOYID_3139,PID_9557,ProdID_9557,2019-02-06,123,22,POS Purchase,Purchased a product In-Store
LOYID_3140,PID_9558,ProdID_9558,2017-06-06,79,39,POS Purchase,Purchased a product In-Store
LOYID_3140,PID_9559,ProdID_9559,2018-12-05,102,41,POS Purchase,Purchased a product In-Store
LOYID_3140,PID_9560,ProdID_9560,2018-12-29,44,30,POS Purchase,Purchased a product In-Store
LOYID_3140,PID_9561,ProdID_9561,2019-01-13,110,40,POS Purchase,Purchased a product In-Store
LOYID_3140,PID_9562,ProdID_9562,2019-02-05,185,37,POS Purchase,Purchased a product In-Store
LOYID_3141,PID_9563,ProdID_9563,2018-02-25,118,36,POS Purchase,Purchased a product In-Store
LOYID_3141,PID_9564,ProdID_9564,2018-07-10,30,20,POS Purchase,Purchased a product In-Store
LOYID_3141,PID_9565,ProdID_9565,2018-11-28,39,38,POS Purchase,Purchased a product In-Store
LOYID_3141,PID_9566,ProdID_9566,2019-01-17,162,21,POS Purchase,Purchased a product In-Store
LOYID_3141,PID_9567,ProdID_9567,2019-01-26,65,41,POS Purchase,Purchased a product In-Store
LOYID_3142,PID_9568,ProdID_9568,2017-12-14,111,26,POS Purchase,Purchased a product In-Store
LOYID_3142,PID_9569,ProdID_9569,2018-09-22,59,25,POS Purchase,Purchased a product In-Store
LOYID_3142,PID_9570,ProdID_9570,2018-10-28,52,46,POS Purchase,Purchased a product In-Store
LOYID_3142,PID_9571,ProdID_9571,2018-11-10,148,21,POS Purchase,Purchased a product In-Store
LOYID_3143,PID_9572,ProdID_9572,2018-10-19,141,26,POS Purchase,Purchased a product In-Store
LOYID_3143,PID_9573,ProdID_9573,2018-10-31,112,30,POS Purchase,Purchased a product In-Store
LOYID_3143,PID_9574,ProdID_9574,2019-01-26,68,30,POS Purchase,Purchased a product In-Store
LOYID_3143,PID_9575,ProdID_9575,2019-02-05,44,49,POS Purchase,Purchased a product In-Store
LOYID_3143,PID_9576,ProdID_9576,2019-02-06,41,22,POS Purchase,Purchased a product In-Store
LOYID_3144,PID_9577,ProdID_9577,2017-03-02,175,36,POS Purchase,Purchased a product In-Store
LOYID_3144,PID_9578,ProdID_9578,2018-02-10,150,36,POS Purchase,Purchased a product In-Store
LOYID_3144,PID_9579,ProdID_9579,2018-04-24,45,49,POS Purchase,Purchased a product In-Store
LOYID_3144,PID_9580,ProdID_9580,2018-12-22,41,42,POS Purchase,Purchased a product In-Store
LOYID_3144,PID_9581,ProdID_9581,2019-01-07,55,32,POS Purchase,Purchased a product In-Store
LOYID_3145,PID_9582,ProdID_9582,2018-10-29,31,46,POS Purchase,Purchased a product In-Store
LOYID_3145,PID_9583,ProdID_9583,2018-12-02,95,46,POS Purchase,Purchased a product In-Store
LOYID_3145,PID_9584,ProdID_9584,2019-01-25,88,25,POS Purchase,Purchased a product In-Store
LOYID_3146,PID_9585,ProdID_9585,2018-10-25,56,23,POS Purchase,Purchased a product In-Store
LOYID_3146,PID_9586,ProdID_9586,2019-02-01,107,25,POS Purchase,Purchased a product In-Store
LOYID_3146,PID_9587,ProdID_9587,2019-02-05,83,41,POS Purchase,Purchased a product In-Store
LOYID_3147,PID_9588,ProdID_9588,2017-03-20,95,46,POS Purchase,Purchased a product In-Store
LOYID_3147,PID_9589,ProdID_9589,2017-08-19,123,39,POS Purchase,Purchased a product In-Store
LOYID_3147,PID_9590,ProdID_9590,2018-07-13,100,43,POS Purchase,Purchased a product In-Store
LOYID_3147,PID_9591,ProdID_9591,2018-11-08,177,41,POS Purchase,Purchased a product In-Store
LOYID_3148,PID_9592,ProdID_9592,2017-05-13,60,37,POS Purchase,Purchased a product In-Store
LOYID_3148,PID_9593,ProdID_9593,2017-06-21,49,27,POS Purchase,Purchased a product In-Store
LOYID_3148,PID_9594,ProdID_9594,2018-03-06,97,31,POS Purchase,Purchased a product In-Store
LOYID_3148,PID_9595,ProdID_9595,2019-01-17,181,40,POS Purchase,Purchased a product In-Store
