ContactId,PurchaseId,ProductId,PurchasedOn,TotalPrice,ActivityTypeDisplay,Subject
CNTID_3998,OPID_8328,ProdID_1197,1/31/2019,189,OnlinePurchase,Purchased a product online
CNTID_3998,OPID_8329,ProdID_1166,2/2/2019,154,OnlinePurchase,Purchased a product online
CNTID_3999,OPID_8330,ProdID_1195,7/15/2017,246,OnlinePurchase,Purchased a product online
CNTID_4000,OPID_8331,ProdID_1165,7/18/2018,249,OnlinePurchase,Purchased a product online
CNTID_4000,OPID_8332,ProdID_1152,9/12/2018,132,OnlinePurchase,Purchased a product online
CNTID_4000,OPID_8333,ProdID_1177,1/8/2019,89,OnlinePurchase,Purchased a product online
CNTID_4003,OPID_8334,ProdID_1173,5/5/2017,133,OnlinePurchase,Purchased a product online
CNTID_4003,OPID_8335,ProdID_1177,2/24/2018,229,OnlinePurchase,Purchased a product online
CNTID_4003,OPID_8336,ProdID_1187,10/2/2018,2583,OnlinePurchase,Purchased a product online
CNTID_4003,OPID_8337,ProdID_1168,1/9/2019,2602,OnlinePurchase,Purchased a product online
CNTID_4003,OPID_8338,ProdID_1169,2/2/2019,2558,OnlinePurchase,Purchased a product online
CNTID_4004,OPID_8339,ProdID_1182,3/27/2017,137,OnlinePurchase,Purchased a product online
CNTID_4004,OPID_8340,ProdID_1185,12/21/2017,160,OnlinePurchase,Purchased a product online
CNTID_4006,OPID_8341,ProdID_1195,7/11/2017,228,OnlinePurchase,Purchased a product online
CNTID_4006,OPID_8342,ProdID_1151,8/1/2017,249,OnlinePurchase,Purchased a product online
CNTID_4006,OPID_8343,ProdID_1197,1/24/2019,130,OnlinePurchase,Purchased a product online
CNTID_4006,OPID_8344,ProdID_1175,2/3/2019,60,OnlinePurchase,Purchased a product online
CNTID_4006,OPID_8345,ProdID_1180,2/5/2019,239,OnlinePurchase,Purchased a product online
CNTID_4007,OPID_8346,ProdID_1197,8/29/2018,1546,OnlinePurchase,Purchased a product online
CNTID_4007,OPID_8347,ProdID_1188,12/23/2018,1511,OnlinePurchase,Purchased a product online
CNTID_4007,OPID_8348,ProdID_1196,12/26/2018,1412,OnlinePurchase,Purchased a product online
CNTID_4007,OPID_8349,ProdID_1153,1/27/2019,1451,OnlinePurchase,Purchased a product online
CNTID_4007,OPID_8350,ProdID_1192,1/30/2019,1442,OnlinePurchase,Purchased a product online
CNTID_4008,OPID_8351,ProdID_1194,4/22/2018,107,OnlinePurchase,Purchased a product online
CNTID_4008,OPID_8352,ProdID_1156,11/19/2018,182,OnlinePurchase,Purchased a product online
CNTID_4009,OPID_8353,ProdID_1185,6/4/2017,196,OnlinePurchase,Purchased a product online
CNTID_4009,OPID_8354,ProdID_1177,6/15/2018,235,OnlinePurchase,Purchased a product online
CNTID_4009,OPID_8355,ProdID_1175,7/28/2018,250,OnlinePurchase,Purchased a product online
CNTID_4009,OPID_8356,ProdID_1181,8/11/2018,243,OnlinePurchase,Purchased a product online
CNTID_4009,OPID_8357,ProdID_1153,8/21/2018,113,OnlinePurchase,Purchased a product online
CNTID_4010,OPID_8358,ProdID_1154,11/5/2018,173,OnlinePurchase,Purchased a product online
CNTID_4010,OPID_8359,ProdID_1190,1/26/2019,191,OnlinePurchase,Purchased a product online
CNTID_4011,OPID_8360,ProdID_1178,9/22/2018,1448,OnlinePurchase,Purchased a product online
CNTID_4011,OPID_8361,ProdID_1192,2/1/2019,1524,OnlinePurchase,Purchased a product online
CNTID_4011,OPID_8362,ProdID_1167,2/1/2019,1521,OnlinePurchase,Purchased a product online
CNTID_4011,OPID_8363,ProdID_1193,2/2/2019,1402,OnlinePurchase,Purchased a product online
CNTID_4011,OPID_8364,ProdID_1154,2/2/2019,1478,OnlinePurchase,Purchased a product online
CNTID_4013,OPID_8365,ProdID_1196,2/10/2018,231,OnlinePurchase,Purchased a product online
CNTID_4013,OPID_8366,ProdID_1164,1/4/2019,2501,OnlinePurchase,Purchased a product online
CNTID_4013,OPID_8367,ProdID_1160,1/6/2019,2628,OnlinePurchase,Purchased a product online
CNTID_4013,OPID_8368,ProdID_1180,1/10/2019,2630,OnlinePurchase,Purchased a product online
CNTID_4013,OPID_8369,ProdID_1151,1/27/2019,2634,OnlinePurchase,Purchased a product online
CNTID_4015,OPID_8370,ProdID_1164,12/19/2018,202,OnlinePurchase,Purchased a product online
CNTID_4017,OPID_8371,ProdID_1191,6/17/2017,86,OnlinePurchase,Purchased a product online
CNTID_4017,OPID_8372,ProdID_1195,10/4/2017,74,OnlinePurchase,Purchased a product online
CNTID_4017,OPID_8373,ProdID_1193,6/30/2018,61,OnlinePurchase,Purchased a product online
CNTID_4019,OPID_8374,ProdID_1162,9/2/2017,138,OnlinePurchase,Purchased a product online
CNTID_4019,OPID_8375,ProdID_1180,12/10/2017,239,OnlinePurchase,Purchased a product online
CNTID_4019,OPID_8376,ProdID_1194,5/28/2018,71,OnlinePurchase,Purchased a product online
CNTID_4019,OPID_8377,ProdID_1194,7/7/2018,108,OnlinePurchase,Purchased a product online
CNTID_4020,OPID_8378,ProdID_1156,3/11/2018,249,OnlinePurchase,Purchased a product online
CNTID_4020,OPID_8379,ProdID_1156,7/17/2018,151,OnlinePurchase,Purchased a product online
CNTID_4020,OPID_8380,ProdID_1185,10/18/2018,115,OnlinePurchase,Purchased a product online
CNTID_4023,OPID_8381,ProdID_1182,4/9/2018,239,OnlinePurchase,Purchased a product online
CNTID_4023,OPID_8382,ProdID_1178,10/22/2018,56,OnlinePurchase,Purchased a product online
CNTID_4023,OPID_8383,ProdID_1192,1/25/2019,30,OnlinePurchase,Purchased a product online
CNTID_4024,OPID_8384,ProdID_1179,1/24/2017,206,OnlinePurchase,Purchased a product online
CNTID_4024,OPID_8385,ProdID_1175,6/3/2018,111,OnlinePurchase,Purchased a product online
CNTID_4024,OPID_8386,ProdID_1161,12/21/2018,54,OnlinePurchase,Purchased a product online
CNTID_4025,OPID_8387,ProdID_1173,2/25/2017,74,OnlinePurchase,Purchased a product online
CNTID_4026,OPID_8388,ProdID_1154,12/9/2017,75,OnlinePurchase,Purchased a product online
CNTID_4026,OPID_8389,ProdID_1197,12/28/2018,203,OnlinePurchase,Purchased a product online
CNTID_4026,OPID_8390,ProdID_1196,2/4/2019,178,OnlinePurchase,Purchased a product online
CNTID_4026,OPID_8391,ProdID_1161,2/5/2019,77,OnlinePurchase,Purchased a product online
CNTID_4027,OPID_8392,ProdID_1155,5/20/2018,78,OnlinePurchase,Purchased a product online
CNTID_4027,OPID_8393,ProdID_1163,6/23/2018,118,OnlinePurchase,Purchased a product online
CNTID_4027,OPID_8394,ProdID_1166,9/14/2018,84,OnlinePurchase,Purchased a product online
CNTID_4028,OPID_8395,ProdID_1185,3/29/2017,178,OnlinePurchase,Purchased a product online
CNTID_4028,OPID_8396,ProdID_1165,6/18/2018,101,OnlinePurchase,Purchased a product online
CNTID_4028,OPID_8397,ProdID_1197,1/26/2019,35,OnlinePurchase,Purchased a product online
CNTID_4028,OPID_8398,ProdID_1189,1/31/2019,179,OnlinePurchase,Purchased a product online
CNTID_4028,OPID_8399,ProdID_1177,2/1/2019,239,OnlinePurchase,Purchased a product online
CNTID_4029,OPID_8400,ProdID_1155,3/11/2018,222,OnlinePurchase,Purchased a product online
CNTID_4029,OPID_8401,ProdID_1151,11/20/2018,182,OnlinePurchase,Purchased a product online
CNTID_4029,OPID_8402,ProdID_1169,12/23/2018,240,OnlinePurchase,Purchased a product online
CNTID_4029,OPID_8403,ProdID_1170,1/20/2019,168,OnlinePurchase,Purchased a product online
CNTID_4030,OPID_8404,ProdID_1182,7/10/2017,176,OnlinePurchase,Purchased a product online
CNTID_4030,OPID_8405,ProdID_1183,2/13/2018,46,OnlinePurchase,Purchased a product online
CNTID_4030,OPID_8406,ProdID_1158,4/16/2018,2615,OnlinePurchase,Purchased a product online
CNTID_4032,OPID_8407,ProdID_1171,4/19/2018,201,OnlinePurchase,Purchased a product online
CNTID_4033,OPID_8408,ProdID_1170,7/24/2017,93,OnlinePurchase,Purchased a product online
CNTID_4035,OPID_8409,ProdID_1154,7/22/2017,184,OnlinePurchase,Purchased a product online
CNTID_4035,OPID_8410,ProdID_1193,1/1/2019,138,OnlinePurchase,Purchased a product online
CNTID_4035,OPID_8411,ProdID_1170,1/5/2019,141,OnlinePurchase,Purchased a product online
CNTID_4035,OPID_8412,ProdID_1182,1/20/2019,213,OnlinePurchase,Purchased a product online
CNTID_4035,OPID_8413,ProdID_1185,2/2/2019,219,OnlinePurchase,Purchased a product online
CNTID_4036,OPID_8414,ProdID_1161,1/14/2019,102,OnlinePurchase,Purchased a product online
CNTID_4036,OPID_8415,ProdID_1185,1/20/2019,72,OnlinePurchase,Purchased a product online
CNTID_4036,OPID_8416,ProdID_1165,2/1/2019,223,OnlinePurchase,Purchased a product online
CNTID_4036,OPID_8417,ProdID_1184,2/4/2019,128,OnlinePurchase,Purchased a product online
CNTID_4036,OPID_8418,ProdID_1190,2/5/2019,129,OnlinePurchase,Purchased a product online
CNTID_4037,OPID_8419,ProdID_1154,10/17/2017,144,OnlinePurchase,Purchased a product online
CNTID_4038,OPID_8420,ProdID_1197,9/28/2017,37,OnlinePurchase,Purchased a product online
CNTID_4038,OPID_8421,ProdID_1189,4/18/2018,35,OnlinePurchase,Purchased a product online
CNTID_4039,OPID_8422,ProdID_1196,2/9/2017,33,OnlinePurchase,Purchased a product online
CNTID_4039,OPID_8423,ProdID_1186,11/7/2018,186,OnlinePurchase,Purchased a product online
CNTID_4041,OPID_8424,ProdID_1198,12/29/2018,156,OnlinePurchase,Purchased a product online
CNTID_4041,OPID_8425,ProdID_1152,1/15/2019,81,OnlinePurchase,Purchased a product online
CNTID_4041,OPID_8426,ProdID_1192,1/16/2019,82,OnlinePurchase,Purchased a product online
CNTID_4046,OPID_8427,ProdID_1171,6/15/2017,121,OnlinePurchase,Purchased a product online
CNTID_4047,OPID_8428,ProdID_1162,2/6/2018,212,OnlinePurchase,Purchased a product online
CNTID_4047,OPID_8429,ProdID_1152,1/26/2019,165,OnlinePurchase,Purchased a product online
CNTID_4047,OPID_8430,ProdID_1157,2/5/2019,211,OnlinePurchase,Purchased a product online
CNTID_4047,OPID_8431,ProdID_1167,2/5/2019,133,OnlinePurchase,Purchased a product online
CNTID_4047,OPID_8432,ProdID_1150,2/5/2019,233,OnlinePurchase,Purchased a product online
CNTID_4048,OPID_8433,ProdID_1199,12/4/2018,98,OnlinePurchase,Purchased a product online
CNTID_4048,OPID_8434,ProdID_1172,12/6/2018,35,OnlinePurchase,Purchased a product online
CNTID_4048,OPID_8435,ProdID_1176,12/25/2018,216,OnlinePurchase,Purchased a product online
CNTID_4049,OPID_8436,ProdID_1160,6/11/2017,61,OnlinePurchase,Purchased a product online
CNTID_4049,OPID_8437,ProdID_1182,11/29/2017,108,OnlinePurchase,Purchased a product online
CNTID_4049,OPID_8438,ProdID_1159,7/24/2018,238,OnlinePurchase,Purchased a product online
CNTID_4049,OPID_8439,ProdID_1195,8/31/2018,152,OnlinePurchase,Purchased a product online
CNTID_4049,OPID_8440,ProdID_1159,12/3/2018,127,OnlinePurchase,Purchased a product online
CNTID_4050,OPID_8441,ProdID_1191,1/28/2017,221,OnlinePurchase,Purchased a product online
CNTID_4050,OPID_8442,ProdID_1195,4/12/2017,189,OnlinePurchase,Purchased a product online
CNTID_4051,OPID_8443,ProdID_1179,5/1/2018,225,OnlinePurchase,Purchased a product online
CNTID_4051,OPID_8444,ProdID_1187,12/10/2018,138,OnlinePurchase,Purchased a product online
CNTID_4051,OPID_8445,ProdID_1170,1/10/2019,149,OnlinePurchase,Purchased a product online
CNTID_4051,OPID_8446,ProdID_1157,2/5/2019,190,OnlinePurchase,Purchased a product online
CNTID_4052,OPID_8447,ProdID_1177,6/29/2018,86,OnlinePurchase,Purchased a product online
CNTID_4052,OPID_8448,ProdID_1158,6/29/2018,232,OnlinePurchase,Purchased a product online
CNTID_4053,OPID_8449,ProdID_1163,3/1/2017,242,OnlinePurchase,Purchased a product online
CNTID_4053,OPID_8450,ProdID_1162,7/18/2018,105,OnlinePurchase,Purchased a product online
CNTID_4053,OPID_8451,ProdID_1192,12/10/2018,42,OnlinePurchase,Purchased a product online
CNTID_4054,OPID_8452,ProdID_1156,11/6/2018,45,OnlinePurchase,Purchased a product online
CNTID_4054,OPID_8453,ProdID_1159,12/16/2018,241,OnlinePurchase,Purchased a product online
CNTID_4055,OPID_8454,ProdID_1195,11/24/2018,132,OnlinePurchase,Purchased a product online
CNTID_4055,OPID_8455,ProdID_1152,1/25/2019,115,OnlinePurchase,Purchased a product online
CNTID_4055,OPID_8456,ProdID_1150,2/3/2019,45,OnlinePurchase,Purchased a product online
CNTID_4058,OPID_8457,ProdID_1160,7/14/2017,157,OnlinePurchase,Purchased a product online
CNTID_4058,OPID_8458,ProdID_1165,3/28/2018,192,OnlinePurchase,Purchased a product online
CNTID_4058,OPID_8459,ProdID_1181,10/1/2018,234,OnlinePurchase,Purchased a product online
CNTID_4058,OPID_8460,ProdID_1197,12/17/2018,160,OnlinePurchase,Purchased a product online
CNTID_4059,OPID_8461,ProdID_1158,2/3/2018,75,OnlinePurchase,Purchased a product online
CNTID_4059,OPID_8462,ProdID_1183,3/19/2018,128,OnlinePurchase,Purchased a product online
CNTID_4059,OPID_8463,ProdID_1188,11/12/2018,36,OnlinePurchase,Purchased a product online
CNTID_4059,OPID_8464,ProdID_1189,11/16/2018,186,OnlinePurchase,Purchased a product online
CNTID_4060,OPID_8465,ProdID_1161,4/29/2018,174,OnlinePurchase,Purchased a product online
CNTID_4060,OPID_8466,ProdID_1163,10/23/2018,86,OnlinePurchase,Purchased a product online
CNTID_4061,OPID_8467,ProdID_1187,8/6/2018,70,OnlinePurchase,Purchased a product online
CNTID_4061,OPID_8468,ProdID_1186,1/19/2019,197,OnlinePurchase,Purchased a product online
CNTID_4062,OPID_8469,ProdID_1190,5/9/2018,47,OnlinePurchase,Purchased a product online
CNTID_4063,OPID_8470,ProdID_1194,11/24/2017,183,OnlinePurchase,Purchased a product online
CNTID_4063,OPID_8471,ProdID_1198,9/8/2018,194,OnlinePurchase,Purchased a product online
CNTID_4064,OPID_8472,ProdID_1163,7/31/2018,51,OnlinePurchase,Purchased a product online
CNTID_4064,OPID_8473,ProdID_1151,1/14/2019,31,OnlinePurchase,Purchased a product online
CNTID_4065,OPID_8474,ProdID_1179,9/24/2017,156,OnlinePurchase,Purchased a product online
CNTID_4065,OPID_8475,ProdID_1196,9/26/2018,81,OnlinePurchase,Purchased a product online
CNTID_4065,OPID_8476,ProdID_1190,1/25/2019,54,OnlinePurchase,Purchased a product online
CNTID_4065,OPID_8477,ProdID_1190,2/4/2019,63,OnlinePurchase,Purchased a product online
CNTID_4066,OPID_8478,ProdID_1161,12/6/2018,56,OnlinePurchase,Purchased a product online
CNTID_4066,OPID_8479,ProdID_1177,1/16/2019,143,OnlinePurchase,Purchased a product online
CNTID_4066,OPID_8480,ProdID_1163,1/28/2019,169,OnlinePurchase,Purchased a product online
CNTID_4066,OPID_8481,ProdID_1195,2/6/2019,36,OnlinePurchase,Purchased a product online
CNTID_4067,OPID_8482,ProdID_1163,3/11/2018,68,OnlinePurchase,Purchased a product online
CNTID_4067,OPID_8483,ProdID_1178,1/4/2019,99,OnlinePurchase,Purchased a product online
CNTID_4067,OPID_8484,ProdID_1191,1/7/2019,125,OnlinePurchase,Purchased a product online
CNTID_4068,OPID_8485,ProdID_1195,2/18/2018,153,OnlinePurchase,Purchased a product online
CNTID_4068,OPID_8486,ProdID_1186,12/31/2018,2511,OnlinePurchase,Purchased a product online
CNTID_4069,OPID_8487,ProdID_1158,4/21/2017,178,OnlinePurchase,Purchased a product online
CNTID_4069,OPID_8488,ProdID_1165,4/24/2018,185,OnlinePurchase,Purchased a product online
CNTID_4069,OPID_8489,ProdID_1190,7/22/2018,167,OnlinePurchase,Purchased a product online
CNTID_4069,OPID_8490,ProdID_1191,8/14/2018,52,OnlinePurchase,Purchased a product online
CNTID_4070,OPID_8491,ProdID_1160,1/20/2017,73,OnlinePurchase,Purchased a product online
CNTID_4070,OPID_8492,ProdID_1163,11/12/2018,52,OnlinePurchase,Purchased a product online
CNTID_4072,OPID_8493,ProdID_1185,4/14/2018,57,OnlinePurchase,Purchased a product online
CNTID_4072,OPID_8494,ProdID_1153,12/28/2018,94,OnlinePurchase,Purchased a product online
CNTID_4072,OPID_8495,ProdID_1160,1/23/2019,153,OnlinePurchase,Purchased a product online
CNTID_4072,OPID_8496,ProdID_1173,1/28/2019,247,OnlinePurchase,Purchased a product online
CNTID_4072,OPID_8497,ProdID_1155,1/28/2019,141,OnlinePurchase,Purchased a product online
CNTID_4073,OPID_8498,ProdID_1190,1/26/2019,199,OnlinePurchase,Purchased a product online
CNTID_4073,OPID_8499,ProdID_1169,2/4/2019,61,OnlinePurchase,Purchased a product online
CNTID_4073,OPID_8500,ProdID_1185,2/5/2019,97,OnlinePurchase,Purchased a product online
CNTID_4073,OPID_8501,ProdID_1152,2/5/2019,144,OnlinePurchase,Purchased a product online
CNTID_4074,OPID_8502,ProdID_1178,7/30/2018,59,OnlinePurchase,Purchased a product online
CNTID_4074,OPID_8503,ProdID_1185,12/29/2018,67,OnlinePurchase,Purchased a product online
CNTID_4074,OPID_8504,ProdID_1163,1/15/2019,103,OnlinePurchase,Purchased a product online
CNTID_4074,OPID_8505,ProdID_1187,1/23/2019,138,OnlinePurchase,Purchased a product online
CNTID_4074,OPID_8506,ProdID_1155,2/6/2019,240,OnlinePurchase,Purchased a product online
CNTID_4075,OPID_8507,ProdID_1179,2/5/2019,132,OnlinePurchase,Purchased a product online
CNTID_4076,OPID_8508,ProdID_1177,5/7/2017,153,OnlinePurchase,Purchased a product online
CNTID_4076,OPID_8509,ProdID_1186,9/1/2017,121,OnlinePurchase,Purchased a product online
CNTID_4076,OPID_8510,ProdID_1173,11/4/2018,207,OnlinePurchase,Purchased a product online
CNTID_4076,OPID_8511,ProdID_1160,12/22/2018,201,OnlinePurchase,Purchased a product online
CNTID_4076,OPID_8512,ProdID_1198,2/5/2019,152,OnlinePurchase,Purchased a product online
CNTID_4077,OPID_8513,ProdID_1160,6/23/2017,43,OnlinePurchase,Purchased a product online
CNTID_4079,OPID_8514,ProdID_1196,6/27/2018,222,OnlinePurchase,Purchased a product online
CNTID_4079,OPID_8515,ProdID_1160,12/29/2018,48,OnlinePurchase,Purchased a product online
CNTID_4079,OPID_8516,ProdID_1180,1/10/2019,73,OnlinePurchase,Purchased a product online
CNTID_4079,OPID_8517,ProdID_1188,1/15/2019,105,OnlinePurchase,Purchased a product online
CNTID_4080,OPID_8518,ProdID_1174,7/31/2017,230,OnlinePurchase,Purchased a product online
CNTID_4080,OPID_8519,ProdID_1199,8/17/2018,74,OnlinePurchase,Purchased a product online
CNTID_4080,OPID_8520,ProdID_1161,12/15/2018,130,OnlinePurchase,Purchased a product online
CNTID_4080,OPID_8521,ProdID_1194,1/21/2019,212,OnlinePurchase,Purchased a product online
CNTID_4082,OPID_8522,ProdID_1181,4/25/2017,66,OnlinePurchase,Purchased a product online
CNTID_4083,OPID_8523,ProdID_1184,5/3/2017,157,OnlinePurchase,Purchased a product online
CNTID_4083,OPID_8524,ProdID_1161,9/11/2017,201,OnlinePurchase,Purchased a product online
CNTID_4084,OPID_8525,ProdID_1154,1/7/2018,45,OnlinePurchase,Purchased a product online
CNTID_4087,OPID_8526,ProdID_1170,11/12/2017,102,OnlinePurchase,Purchased a product online
CNTID_4087,OPID_8527,ProdID_1173,2/2/2018,174,OnlinePurchase,Purchased a product online
CNTID_4087,OPID_8528,ProdID_1159,6/1/2018,183,OnlinePurchase,Purchased a product online
CNTID_4087,OPID_8529,ProdID_1159,9/12/2018,178,OnlinePurchase,Purchased a product online
CNTID_4089,OPID_8530,ProdID_1199,1/14/2017,58,OnlinePurchase,Purchased a product online
CNTID_4089,OPID_8531,ProdID_1199,9/28/2018,105,OnlinePurchase,Purchased a product online
CNTID_4089,OPID_8532,ProdID_1170,9/28/2018,40,OnlinePurchase,Purchased a product online
CNTID_4089,OPID_8533,ProdID_1193,11/25/2018,168,OnlinePurchase,Purchased a product online
CNTID_4090,OPID_8534,ProdID_1182,3/31/2018,143,OnlinePurchase,Purchased a product online
CNTID_4090,OPID_8535,ProdID_1154,9/7/2018,97,OnlinePurchase,Purchased a product online
CNTID_4091,OPID_8536,ProdID_1175,11/3/2017,77,OnlinePurchase,Purchased a product online
CNTID_4091,OPID_8537,ProdID_1150,10/9/2018,50,OnlinePurchase,Purchased a product online
CNTID_4091,OPID_8538,ProdID_1183,10/27/2018,97,OnlinePurchase,Purchased a product online
CNTID_4091,OPID_8539,ProdID_1198,12/13/2018,219,OnlinePurchase,Purchased a product online
CNTID_4093,OPID_8540,ProdID_1182,5/23/2017,33,OnlinePurchase,Purchased a product online
CNTID_4093,OPID_8541,ProdID_1178,5/23/2017,118,OnlinePurchase,Purchased a product online
CNTID_4093,OPID_8542,ProdID_1169,4/4/2018,239,OnlinePurchase,Purchased a product online
CNTID_4093,OPID_8543,ProdID_1157,11/11/2018,197,OnlinePurchase,Purchased a product online
CNTID_4095,OPID_8544,ProdID_1165,6/12/2018,188,OnlinePurchase,Purchased a product online
CNTID_4095,OPID_8545,ProdID_1162,12/13/2018,173,OnlinePurchase,Purchased a product online
CNTID_4096,OPID_8546,ProdID_1158,3/3/2018,158,OnlinePurchase,Purchased a product online
CNTID_4096,OPID_8547,ProdID_1165,5/8/2018,2632,OnlinePurchase,Purchased a product online
CNTID_4098,OPID_8548,ProdID_1197,7/24/2017,234,OnlinePurchase,Purchased a product online
CNTID_4098,OPID_8549,ProdID_1168,6/25/2018,38,OnlinePurchase,Purchased a product online
CNTID_4099,OPID_8550,ProdID_1187,6/9/2017,48,OnlinePurchase,Purchased a product online
CNTID_4099,OPID_8551,ProdID_1196,8/6/2017,123,OnlinePurchase,Purchased a product online
CNTID_4099,OPID_8552,ProdID_1185,11/14/2017,184,OnlinePurchase,Purchased a product online
CNTID_4100,OPID_8553,ProdID_1157,2/11/2018,52,OnlinePurchase,Purchased a product online
CNTID_4100,OPID_8554,ProdID_1156,12/6/2018,2533,OnlinePurchase,Purchased a product online
CNTID_4100,OPID_8555,ProdID_1173,1/24/2019,2643,OnlinePurchase,Purchased a product online
CNTID_4100,OPID_8556,ProdID_1181,1/25/2019,2532,OnlinePurchase,Purchased a product online
CNTID_4100,OPID_8557,ProdID_1172,1/26/2019,2435,OnlinePurchase,Purchased a product online
CNTID_4102,OPID_8558,ProdID_1164,4/16/2017,34,OnlinePurchase,Purchased a product online
CNTID_4102,OPID_8559,ProdID_1189,7/7/2018,189,OnlinePurchase,Purchased a product online
CNTID_4103,OPID_8560,ProdID_1185,12/14/2018,185,OnlinePurchase,Purchased a product online
CNTID_4103,OPID_8561,ProdID_1185,1/24/2019,149,OnlinePurchase,Purchased a product online
CNTID_4103,OPID_8562,ProdID_1152,1/31/2019,231,OnlinePurchase,Purchased a product online
CNTID_4103,OPID_8563,ProdID_1177,2/1/2019,246,OnlinePurchase,Purchased a product online
CNTID_4104,OPID_8564,ProdID_1175,10/14/2017,31,OnlinePurchase,Purchased a product online
CNTID_4104,OPID_8565,ProdID_1155,8/31/2018,163,OnlinePurchase,Purchased a product online
CNTID_4105,OPID_8566,ProdID_1177,12/27/2018,136,OnlinePurchase,Purchased a product online
CNTID_4105,OPID_8567,ProdID_1155,1/4/2019,165,OnlinePurchase,Purchased a product online
CNTID_4105,OPID_8568,ProdID_1165,1/23/2019,207,OnlinePurchase,Purchased a product online
CNTID_4105,OPID_8569,ProdID_1181,1/27/2019,129,OnlinePurchase,Purchased a product online
CNTID_4106,OPID_8570,ProdID_1165,12/26/2018,190,OnlinePurchase,Purchased a product online
CNTID_4106,OPID_8571,ProdID_1166,1/24/2019,162,OnlinePurchase,Purchased a product online
CNTID_4106,OPID_8572,ProdID_1182,2/4/2019,60,OnlinePurchase,Purchased a product online
CNTID_4107,OPID_8573,ProdID_1174,5/1/2017,129,OnlinePurchase,Purchased a product online
CNTID_4107,OPID_8574,ProdID_1163,7/8/2017,226,OnlinePurchase,Purchased a product online
CNTID_4107,OPID_8575,ProdID_1182,11/20/2017,97,OnlinePurchase,Purchased a product online
CNTID_4107,OPID_8576,ProdID_1153,5/4/2018,236,OnlinePurchase,Purchased a product online
CNTID_4108,OPID_8577,ProdID_1182,1/4/2017,108,OnlinePurchase,Purchased a product online
CNTID_4108,OPID_8578,ProdID_1173,10/19/2018,162,OnlinePurchase,Purchased a product online
CNTID_4109,OPID_8579,ProdID_1161,12/18/2018,169,OnlinePurchase,Purchased a product online
CNTID_4109,OPID_8580,ProdID_1195,1/25/2019,212,OnlinePurchase,Purchased a product online
CNTID_4109,OPID_8581,ProdID_1155,2/4/2019,82,OnlinePurchase,Purchased a product online
CNTID_4109,OPID_8582,ProdID_1155,2/5/2019,106,OnlinePurchase,Purchased a product online
CNTID_4109,OPID_8583,ProdID_1163,2/6/2019,55,OnlinePurchase,Purchased a product online
CNTID_4111,OPID_8584,ProdID_1181,2/6/2019,1362,OnlinePurchase,Purchased a product online
CNTID_4111,OPID_8585,ProdID_1171,2/6/2019,1516,OnlinePurchase,Purchased a product online
CNTID_4111,OPID_8586,ProdID_1167,2/6/2019,1550,OnlinePurchase,Purchased a product online
CNTID_4111,OPID_8587,ProdID_1186,2/6/2019,1427,OnlinePurchase,Purchased a product online
CNTID_4111,OPID_8588,ProdID_1178,2/6/2019,1507,OnlinePurchase,Purchased a product online
CNTID_4112,OPID_8589,ProdID_1196,9/25/2018,132,OnlinePurchase,Purchased a product online
CNTID_4112,OPID_8590,ProdID_1197,1/14/2019,120,OnlinePurchase,Purchased a product online
CNTID_4112,OPID_8591,ProdID_1152,1/24/2019,117,OnlinePurchase,Purchased a product online
CNTID_4112,OPID_8592,ProdID_1193,1/25/2019,180,OnlinePurchase,Purchased a product online
CNTID_4114,OPID_8593,ProdID_1171,7/3/2018,172,OnlinePurchase,Purchased a product online
CNTID_4115,OPID_8594,ProdID_1196,10/6/2017,162,OnlinePurchase,Purchased a product online
CNTID_4115,OPID_8595,ProdID_1150,12/17/2017,81,OnlinePurchase,Purchased a product online
CNTID_4115,OPID_8596,ProdID_1189,11/25/2018,51,OnlinePurchase,Purchased a product online
CNTID_4116,OPID_8597,ProdID_1191,8/5/2018,181,OnlinePurchase,Purchased a product online
CNTID_4116,OPID_8598,ProdID_1186,8/12/2018,185,OnlinePurchase,Purchased a product online
CNTID_4116,OPID_8599,ProdID_1161,9/11/2018,230,OnlinePurchase,Purchased a product online
CNTID_4118,OPID_8600,ProdID_1199,5/31/2017,204,OnlinePurchase,Purchased a product online
CNTID_4118,OPID_8601,ProdID_1181,12/30/2017,51,OnlinePurchase,Purchased a product online
CNTID_4119,OPID_8602,ProdID_1175,8/15/2018,229,OnlinePurchase,Purchased a product online
CNTID_4120,OPID_8603,ProdID_1187,11/3/2018,186,OnlinePurchase,Purchased a product online
CNTID_4120,OPID_8604,ProdID_1161,2/5/2019,132,OnlinePurchase,Purchased a product online
CNTID_4120,OPID_8605,ProdID_1199,2/5/2019,176,OnlinePurchase,Purchased a product online
CNTID_4122,OPID_8606,ProdID_1194,4/4/2018,120,OnlinePurchase,Purchased a product online
CNTID_4122,OPID_8607,ProdID_1182,7/25/2018,96,OnlinePurchase,Purchased a product online
CNTID_4122,OPID_8608,ProdID_1191,12/15/2018,61,OnlinePurchase,Purchased a product online
CNTID_4122,OPID_8609,ProdID_1169,2/4/2019,238,OnlinePurchase,Purchased a product online
CNTID_4124,OPID_8610,ProdID_1188,10/7/2017,154,OnlinePurchase,Purchased a product online
CNTID_4126,OPID_8611,ProdID_1195,12/26/2017,103,OnlinePurchase,Purchased a product online
