HotelCustomerID,StayID,CheckInDate,CheckOutDate,RoomType,DollarsSpent,BookingType,TravelCategory,NumberOfNights
A005199,S021596,8/20/2014 0:00,8/22/2014 0:00,Large,131,Online,Business,2
A005199,S021597,4/24/2016 0:00,4/29/2016 0:00,Large,152,Online,Business,5
A005199,S021598,6/22/2016 0:00,6/28/2016 0:00,Small,289,Online,Business,6
A005200,S021599,7/5/2016 0:00,7/5/2016 0:00,Small,164,Online,Business,0
A005200,S021600,11/30/2015 0:00,11/30/2015 0:00,Large,441,Online,Business,0
A005200,S021601,5/28/2016 0:00,6/1/2016 0:00,Large,476,Phone Call,Business,4
A005200,S021602,3/5/2014 0:00,3/11/2014 0:00,Large,420,Phone Call,Business,6
A005200,S021603,11/25/2016 0:00,12/1/2016 0:00,Small,245,Phone Call,Business,6
A005200,S021604,12/1/2015 0:00,12/7/2015 0:00,Small,304,Online,Business,6
A005200,S021605,11/10/2016 0:00,11/12/2016 0:00,Small,361,Phone Call,Business,2
A005200,S021606,6/15/2016 0:00,6/16/2016 0:00,Small,431,Online,Business,1
A005201,S021607,8/31/2017 0:00,9/3/2017 0:00,Large,472,Online,Business,3
A005201,S021608,9/3/2014 0:00,9/3/2014 0:00,Large,332,Online,Business,0
A005202,S021609,11/11/2015 0:00,11/17/2015 0:00,Large,476,Online,Business,6
A005202,S021610,5/18/2014 0:00,5/22/2014 0:00,Small,470,Online,Business,4
A005202,S021611,2/14/2017 0:00,2/18/2017 0:00,Small,166,Online,Leisure,4
A005202,S021612,8/19/2014 0:00,8/24/2014 0:00,Small,318,Online,Business,5
A005202,S021613,12/26/2015 0:00,12/29/2015 0:00,Small,475,Phone Call,Leisure,3
A005203,S021614,2/28/2016 0:00,3/3/2016 0:00,Large,140,Phone Call,Leisure,4
A005203,S021615,6/26/2015 0:00,6/30/2015 0:00,Small,219,Online,Leisure,4
A005204,S021616,11/29/2014 0:00,11/30/2014 0:00,Large,159,Online,Business,1
A005204,S021617,12/16/2016 0:00,12/20/2016 0:00,Small,190,Phone Call,Leisure,4
A005205,S021618,9/26/2015 0:00,9/30/2015 0:00,Large,299,Online,Business,4
A005205,S021619,8/12/2017 0:00,8/16/2017 0:00,Small,297,Online,Business,4
A005205,S021620,7/23/2017 0:00,7/23/2017 0:00,Small,359,Phone Call,Business,0
A005205,S021621,4/14/2014 0:00,4/19/2014 0:00,Small,157,Online,Business,5
A005205,S021622,2/15/2015 0:00,2/19/2015 0:00,Large,150,Phone Call,Business,4
A005205,S021623,8/8/2015 0:00,8/9/2015 0:00,Small,283,Phone Call,Business,1
A005205,S021624,2/28/2016 0:00,2/28/2016 0:00,Small,147,Online,Business,0
A005206,S021625,5/10/2016 0:00,5/13/2016 0:00,Large,126,Online,Leisure,3
A005207,S021626,12/6/2014 0:00,12/9/2014 0:00,Large,88,Online,Business,3
A005207,S021627,1/9/2014 0:00,1/10/2014 0:00,Small,442,Online,Business,1
A005207,S021628,9/17/2016 0:00,9/18/2016 0:00,Small,215,Online,Business,1
A005207,S021629,10/28/2015 0:00,11/1/2015 0:00,Large,291,Phone Call,Leisure,4
A005207,S021630,9/17/2017 0:00,9/22/2017 0:00,Large,347,Phone Call,Business,5
A005207,S021631,12/7/2014 0:00,12/10/2014 0:00,Large,391,Online,Leisure,3
A005207,S021632,7/11/2014 0:00,7/13/2014 0:00,Small,396,Online,Leisure,2
A005208,S021633,2/20/2014 0:00,2/23/2014 0:00,Large,189,Online,Business,3
A005208,S021634,2/28/2016 0:00,3/3/2016 0:00,Small,214,Phone Call,Leisure,4
A005209,S021635,11/12/2016 0:00,11/18/2016 0:00,Large,262,Online,Business,6
A005209,S021636,10/24/2017 0:00,10/24/2017 0:00,Small,245,Online,Business,0
A005209,S021637,5/3/2017 0:00,5/5/2017 0:00,Large,209,Phone Call,Business,2
A005209,S021638,8/18/2014 0:00,8/22/2014 0:00,Small,158,Phone Call,Business,4
A005209,S021639,9/18/2016 0:00,9/22/2016 0:00,Large,118,Phone Call,Business,4
A005209,S021640,7/4/2015 0:00,7/6/2015 0:00,Small,485,Online,Leisure,2
A005210,S021641,1/29/2015 0:00,2/3/2015 0:00,Large,231,Online,Business,5
A005211,S021642,12/2/2014 0:00,12/4/2014 0:00,Large,405,Phone Call,Business,2
A005211,S021643,2/9/2015 0:00,2/15/2015 0:00,Large,405,Phone Call,Leisure,6
A005211,S021644,11/11/2016 0:00,11/15/2016 0:00,Small,342,Online,Business,4
A005211,S021645,9/23/2017 0:00,9/27/2017 0:00,Large,494,Phone Call,Business,4
A005211,S021646,8/1/2017 0:00,8/3/2017 0:00,Small,415,Phone Call,Business,2
A005211,S021647,9/3/2015 0:00,9/3/2015 0:00,Large,263,Online,Business,0
A005211,S021648,10/24/2015 0:00,10/27/2015 0:00,Large,187,Online,Leisure,3
A005211,S021649,10/1/2017 0:00,10/6/2017 0:00,Large,302,Online,Business,5
A005211,S021650,7/1/2017 0:00,7/1/2017 0:00,Large,425,Online,Business,0
A005212,S021651,7/22/2015 0:00,7/25/2015 0:00,Small,162,Phone Call,Business,3
A005212,S021652,3/16/2015 0:00,3/18/2015 0:00,Large,290,Online,Leisure,2
A005212,S021653,7/25/2014 0:00,7/30/2014 0:00,Large,88,Online,Business,5
A005212,S021654,4/2/2016 0:00,4/8/2016 0:00,Small,216,Online,Business,6
A005212,S021655,11/15/2016 0:00,11/16/2016 0:00,Small,151,Phone Call,Business,1
A005212,S021656,11/29/2014 0:00,11/29/2014 0:00,Large,331,Online,Leisure,0
A005213,S021657,2/6/2016 0:00,2/7/2016 0:00,Large,84,Online,Business,1
A005214,S021658,7/14/2014 0:00,7/16/2014 0:00,Large,195,Phone Call,Leisure,2
A005214,S021659,4/27/2015 0:00,4/30/2015 0:00,Large,185,Online,Leisure,3
A005215,S021660,5/6/2016 0:00,5/10/2016 0:00,Large,148,Phone Call,Business,4
A005215,S021661,5/18/2016 0:00,5/19/2016 0:00,Large,211,Online,Leisure,1
A005216,S021662,7/4/2017 0:00,7/6/2017 0:00,Small,299,Phone Call,Business,2
A005216,S021663,12/11/2015 0:00,12/14/2015 0:00,Small,215,Online,Business,3
A005217,S021664,5/12/2016 0:00,5/14/2016 0:00,Large,132,Online,Leisure,2
A005217,S021665,6/2/2016 0:00,6/5/2016 0:00,Small,178,Phone Call,Leisure,3
A005218,S021666,7/18/2015 0:00,7/18/2015 0:00,Large,374,Online,Business,0
A005218,S021667,6/20/2014 0:00,6/23/2014 0:00,Large,401,Phone Call,Business,3
A005218,S021668,5/10/2014 0:00,5/12/2014 0:00,Large,269,Online,Business,2
A005218,S021669,5/14/2014 0:00,5/15/2014 0:00,Large,176,Phone Call,Business,1
A005218,S021670,6/26/2017 0:00,6/27/2017 0:00,Small,416,Phone Call,Business,1
A005218,S021671,9/11/2017 0:00,9/15/2017 0:00,Large,383,Online,Business,4
A005218,S021672,10/19/2014 0:00,10/24/2014 0:00,Large,119,Online,Business,5
A005218,S021673,7/4/2014 0:00,7/10/2014 0:00,Large,351,Online,Business,6
A005218,S021674,1/22/2016 0:00,1/25/2016 0:00,Large,397,Online,Business,3
A005219,S021675,5/5/2015 0:00,5/10/2015 0:00,Small,490,Online,Business,5
A005220,S021676,2/8/2016 0:00,2/12/2016 0:00,Large,245,Online,Leisure,4
A005220,S021677,2/12/2014 0:00,2/18/2014 0:00,Large,497,Online,Leisure,6
A005220,S021678,9/10/2016 0:00,9/15/2016 0:00,Large,267,Online,Leisure,5
A005220,S021679,11/2/2014 0:00,11/7/2014 0:00,Large,128,Phone Call,Business,5
A005220,S021680,7/30/2016 0:00,8/2/2016 0:00,Large,458,Online,Business,3
A005220,S021681,10/16/2015 0:00,10/20/2015 0:00,Small,272,Phone Call,Business,4
A005220,S021682,3/5/2016 0:00,3/7/2016 0:00,Large,199,Online,Business,2
A005220,S021683,2/14/2016 0:00,2/15/2016 0:00,Small,389,Online,Business,1
A005221,S021684,10/28/2017 0:00,11/2/2017 0:00,Large,288,Online,Leisure,5
A005221,S021685,6/14/2016 0:00,6/19/2016 0:00,Large,338,Online,Business,5
A005221,S021686,4/18/2014 0:00,4/19/2014 0:00,Small,376,Online,Business,1
A005221,S021687,11/4/2015 0:00,11/10/2015 0:00,Small,253,Phone Call,Business,6
A005221,S021688,4/24/2015 0:00,4/24/2015 0:00,Large,324,Online,Business,0
A005221,S021689,5/28/2016 0:00,6/1/2016 0:00,Large,436,Online,Leisure,4
A005221,S021690,1/18/2016 0:00,1/19/2016 0:00,Small,124,Online,Business,1
A005222,S021691,5/5/2014 0:00,5/10/2014 0:00,Large,403,Phone Call,Business,5
A005222,S021692,12/27/2016 0:00,12/30/2016 0:00,Large,216,Online,Business,3
A005222,S021693,7/4/2016 0:00,7/8/2016 0:00,Large,232,Online,Business,4
A005222,S021694,10/27/2014 0:00,10/29/2014 0:00,Large,333,Online,Business,2
A005222,S021695,6/29/2017 0:00,7/1/2017 0:00,Small,88,Online,Leisure,2
A005222,S021696,10/5/2017 0:00,10/10/2017 0:00,Small,364,Phone Call,Business,5
A005222,S021697,5/8/2017 0:00,5/8/2017 0:00,Small,330,Online,Business,0
A005223,S021698,8/4/2017 0:00,8/10/2017 0:00,Large,113,Online,Leisure,6
A005223,S021699,12/28/2015 0:00,12/29/2015 0:00,Small,415,Phone Call,Business,1
A005224,S021700,8/2/2014 0:00,8/4/2014 0:00,Small,178,Phone Call,Leisure,2
A005224,S021701,12/26/2014 0:00,12/28/2014 0:00,Large,192,Phone Call,Business,2
A005225,S021702,11/5/2014 0:00,11/5/2014 0:00,Large,216,Phone Call,Business,0
A005225,S021703,3/7/2016 0:00,3/7/2016 0:00,Small,141,Online,Business,0
A005225,S021704,7/16/2016 0:00,7/17/2016 0:00,Small,201,Online,Business,1
A005225,S021705,4/16/2015 0:00,4/16/2015 0:00,Small,178,Online,Business,0
A005225,S021706,8/19/2014 0:00,8/20/2014 0:00,Large,328,Phone Call,Business,1
A005225,S021707,1/13/2014 0:00,1/16/2014 0:00,Large,251,Online,Business,3
A005225,S021708,11/22/2015 0:00,11/24/2015 0:00,Large,210,Online,Business,2
A005226,S021709,8/20/2015 0:00,8/22/2015 0:00,Large,240,Phone Call,Leisure,2
A005226,S021710,7/7/2014 0:00,7/10/2014 0:00,Small,142,Phone Call,Leisure,3
A005227,S021711,2/22/2016 0:00,2/28/2016 0:00,Small,131,Online,Business,6
A005228,S021712,7/2/2016 0:00,7/6/2016 0:00,Large,323,Phone Call,Business,4
A005228,S021713,8/16/2016 0:00,8/21/2016 0:00,Small,467,Online,Business,5
A005229,S021714,4/22/2014 0:00,4/26/2014 0:00,Large,187,Phone Call,Leisure,4
A005230,S021715,11/22/2015 0:00,11/24/2015 0:00,Large,214,Online,Business,2
A005230,S021716,9/24/2015 0:00,9/28/2015 0:00,Large,360,Phone Call,Leisure,4
A005231,S021717,1/26/2017 0:00,1/31/2017 0:00,Large,434,Online,Leisure,5
A005231,S021718,9/10/2014 0:00,9/12/2014 0:00,Small,101,Online,Leisure,2
A005231,S021719,9/27/2015 0:00,9/28/2015 0:00,Small,333,Online,Leisure,1
A005231,S021720,6/29/2014 0:00,6/30/2014 0:00,Large,84,Online,Business,1
A005231,S021721,12/24/2016 0:00,12/29/2016 0:00,Large,180,Online,Business,5
A005231,S021722,11/22/2017 0:00,11/23/2017 0:00,Large,98,Online,Business,1
A005231,S021723,10/21/2017 0:00,10/25/2017 0:00,Small,194,Online,Business,4
A005231,S021724,6/12/2016 0:00,6/16/2016 0:00,Large,319,Phone Call,Business,4
A005232,S021725,5/29/2015 0:00,5/30/2015 0:00,Large,185,Phone Call,Leisure,1
A005232,S021726,8/3/2015 0:00,8/6/2015 0:00,Small,213,Phone Call,Leisure,3
A005233,S021727,10/7/2015 0:00,10/11/2015 0:00,Large,405,Online,Business,4
A005233,S021728,9/10/2015 0:00,9/10/2015 0:00,Small,453,Online,Business,0
A005233,S021729,12/29/2017 0:00,1/2/2018 0:00,Large,226,Online,Business,4
A005234,S021730,12/6/2016 0:00,12/12/2016 0:00,Small,215,Phone Call,Business,6
A005234,S021731,1/21/2016 0:00,1/24/2016 0:00,Large,286,Phone Call,Business,3
A005235,S021732,9/7/2014 0:00,9/13/2014 0:00,Small,413,Phone Call,Business,6
A005235,S021733,5/1/2016 0:00,5/3/2016 0:00,Small,106,Online,Business,2
A005235,S021734,9/15/2016 0:00,9/21/2016 0:00,Large,473,Online,Leisure,6
A005235,S021735,3/25/2017 0:00,3/25/2017 0:00,Large,409,Online,Business,0
A005236,S021736,6/22/2016 0:00,6/28/2016 0:00,Large,441,Phone Call,Business,6
A005236,S021737,8/1/2015 0:00,8/7/2015 0:00,Large,227,Online,Business,6
A005236,S021738,12/5/2017 0:00,12/10/2017 0:00,Large,332,Online,Business,5
A005236,S021739,4/19/2015 0:00,4/19/2015 0:00,Small,216,Online,Business,0
A005236,S021740,6/12/2017 0:00,6/12/2017 0:00,Small,336,Online,Business,0
A005237,S021741,6/11/2014 0:00,6/16/2014 0:00,Large,345,Online,Leisure,5
A005237,S021742,8/31/2017 0:00,9/2/2017 0:00,Large,368,Online,Business,2
A005237,S021743,7/14/2015 0:00,7/19/2015 0:00,Large,380,Online,Business,5
A005237,S021744,3/8/2015 0:00,3/9/2015 0:00,Large,484,Online,Business,1
A005237,S021745,2/14/2016 0:00,2/19/2016 0:00,Large,459,Online,Business,5
A005237,S021746,3/29/2015 0:00,4/3/2015 0:00,Small,480,Phone Call,Business,5
A005237,S021747,5/11/2015 0:00,5/16/2015 0:00,Small,294,Online,Business,5
A005238,S021748,8/29/2014 0:00,9/3/2014 0:00,Small,464,Online,Business,5
A005238,S021749,5/18/2014 0:00,5/22/2014 0:00,Large,112,Phone Call,Business,4
A005238,S021750,7/11/2014 0:00,7/14/2014 0:00,Large,422,Online,Business,3
A005238,S021751,7/21/2016 0:00,7/26/2016 0:00,Large,308,Phone Call,Leisure,5
A005238,S021752,9/1/2014 0:00,9/1/2014 0:00,Small,341,Phone Call,Leisure,0
A005238,S021753,6/14/2015 0:00,6/18/2015 0:00,Large,443,Online,Business,4
A005238,S021754,11/24/2017 0:00,11/26/2017 0:00,Large,264,Phone Call,Business,2
A005238,S021755,12/13/2015 0:00,12/18/2015 0:00,Large,393,Online,Business,5
A005238,S021756,6/11/2016 0:00,6/13/2016 0:00,Large,252,Online,Leisure,2
A005239,S021757,5/6/2017 0:00,5/12/2017 0:00,Small,387,Phone Call,Business,6
A005239,S021758,12/24/2015 0:00,12/30/2015 0:00,Large,380,Online,Business,6
A005239,S021759,8/15/2016 0:00,8/18/2016 0:00,Small,389,Phone Call,Business,3
A005239,S021760,1/6/2015 0:00,1/10/2015 0:00,Large,250,Phone Call,Leisure,4
A005239,S021761,12/28/2017 0:00,1/2/2018 0:00,Large,160,Phone Call,Business,5
A005239,S021762,5/18/2015 0:00,5/22/2015 0:00,Small,365,Online,Business,4
A005239,S021763,1/2/2016 0:00,1/5/2016 0:00,Large,206,Phone Call,Business,3
A005239,S021764,4/20/2015 0:00,4/22/2015 0:00,Large,224,Online,Business,2
A005240,S021765,2/21/2016 0:00,2/21/2016 0:00,Large,144,Phone Call,Business,0
A005241,S021766,10/3/2014 0:00,10/3/2014 0:00,Small,134,Phone Call,Leisure,0
A005242,S021767,7/26/2015 0:00,7/27/2015 0:00,Large,422,Phone Call,Leisure,1
A005242,S021768,8/13/2017 0:00,8/15/2017 0:00,Large,229,Online,Business,2
A005242,S021769,6/19/2017 0:00,6/21/2017 0:00,Large,461,Online,Business,2
A005242,S021770,4/24/2017 0:00,4/27/2017 0:00,Large,338,Online,Business,3
A005242,S021771,7/31/2017 0:00,8/1/2017 0:00,Small,482,Online,Business,1
A005242,S021772,6/26/2015 0:00,6/28/2015 0:00,Small,225,Phone Call,Business,2
A005243,S021773,7/17/2016 0:00,7/19/2016 0:00,Small,208,Online,Leisure,2
A005243,S021774,8/3/2016 0:00,8/8/2016 0:00,Small,385,Phone Call,Business,5
A005243,S021775,1/30/2014 0:00,2/5/2014 0:00,Small,478,Phone Call,Business,6
A005243,S021776,6/6/2014 0:00,6/9/2014 0:00,Large,170,Online,Business,3
A005244,S021777,2/25/2016 0:00,2/25/2016 0:00,Small,314,Online,Leisure,0
A005244,S021778,2/17/2015 0:00,2/22/2015 0:00,Large,290,Online,Leisure,5
A005244,S021779,6/19/2014 0:00,6/22/2014 0:00,Small,307,Phone Call,Business,3
A005245,S021780,11/2/2016 0:00,11/5/2016 0:00,Large,417,Online,Business,3
A005245,S021781,10/20/2014 0:00,10/25/2014 0:00,Large,312,Phone Call,Business,5
A005246,S021782,2/14/2014 0:00,2/18/2014 0:00,Small,185,Online,Business,4
A005246,S021783,4/13/2017 0:00,4/14/2017 0:00,Large,196,Phone Call,Business,1
A005246,S021784,4/8/2015 0:00,4/11/2015 0:00,Small,266,Online,Leisure,3
A005246,S021785,8/29/2014 0:00,9/4/2014 0:00,Large,223,Phone Call,Business,6
A005247,S021786,10/14/2016 0:00,10/17/2016 0:00,Large,208,Phone Call,Business,3
A005248,S021787,2/26/2016 0:00,2/28/2016 0:00,Large,275,Online,Business,2
A005249,S021788,1/22/2014 0:00,1/28/2014 0:00,Large,222,Phone Call,Business,6
A005249,S021789,8/27/2014 0:00,8/27/2014 0:00,Large,492,Online,Business,0
A005250,S021790,10/25/2017 0:00,10/29/2017 0:00,Small,132,Phone Call,Leisure,4
A005250,S021791,6/5/2017 0:00,6/7/2017 0:00,Large,494,Online,Business,2
A005250,S021792,12/30/2017 0:00,1/1/2018 0:00,Large,94,Online,Business,2
A005250,S021793,9/19/2014 0:00,9/23/2014 0:00,Large,350,Phone Call,Leisure,4
A005250,S021794,8/20/2015 0:00,8/20/2015 0:00,Large,356,Online,Business,0
A005251,S021795,8/19/2014 0:00,8/23/2014 0:00,Large,331,Online,Business,4
A005251,S021796,12/3/2017 0:00,12/6/2017 0:00,Small,326,Online,Business,3
A005251,S021797,11/15/2016 0:00,11/15/2016 0:00,Small,356,Online,Business,0
A005251,S021798,5/17/2016 0:00,5/18/2016 0:00,Small,418,Phone Call,Leisure,1
A005252,S021799,4/24/2016 0:00,4/26/2016 0:00,Large,203,Online,Leisure,2
A005252,S021800,8/14/2016 0:00,8/19/2016 0:00,Large,286,Phone Call,Leisure,5
A005252,S021801,3/30/2014 0:00,4/4/2014 0:00,Small,259,Online,Business,5
A005253,S021802,11/17/2017 0:00,11/19/2017 0:00,Large,244,Online,Business,2
A005253,S021803,1/6/2014 0:00,1/6/2014 0:00,Large,291,Online,Business,0
A005253,S021804,11/24/2014 0:00,11/28/2014 0:00,Small,447,Online,Business,4
A005253,S021805,8/14/2017 0:00,8/19/2017 0:00,Large,356,Online,Business,5
A005253,S021806,2/20/2017 0:00,2/22/2017 0:00,Small,461,Phone Call,Business,2
A005253,S021807,12/13/2014 0:00,12/16/2014 0:00,Large,443,Online,Business,3
A005253,S021808,10/20/2017 0:00,10/23/2017 0:00,Large,135,Phone Call,Business,3
A005254,S021809,1/28/2017 0:00,2/3/2017 0:00,Large,305,Online,Business,6
A005255,S021810,10/22/2016 0:00,10/24/2016 0:00,Large,141,Phone Call,Leisure,2
A005256,S021811,7/25/2014 0:00,7/31/2014 0:00,Large,244,Online,Business,6
A005256,S021812,7/14/2014 0:00,7/19/2014 0:00,Large,375,Online,Business,5
A005256,S021813,8/4/2017 0:00,8/4/2017 0:00,Small,382,Online,Business,0
A005256,S021814,2/1/2017 0:00,2/4/2017 0:00,Small,98,Phone Call,Business,3
A005256,S021815,12/1/2014 0:00,12/7/2014 0:00,Large,83,Online,Business,6
A005256,S021816,7/17/2017 0:00,7/22/2017 0:00,Small,95,Phone Call,Business,5
A005256,S021817,7/18/2016 0:00,7/23/2016 0:00,Large,420,Phone Call,Business,5
A005256,S021818,12/11/2014 0:00,12/15/2014 0:00,Small,315,Online,Business,4
A005257,S021819,2/25/2014 0:00,2/28/2014 0:00,Small,433,Online,Business,3
A005257,S021820,3/7/2016 0:00,3/10/2016 0:00,Large,361,Phone Call,Business,3
A005257,S021821,3/30/2017 0:00,4/4/2017 0:00,Small,221,Online,Business,5
A005257,S021822,11/20/2014 0:00,11/25/2014 0:00,Large,303,Phone Call,Business,5
A005257,S021823,4/26/2017 0:00,4/30/2017 0:00,Small,498,Online,Business,4
A005258,S021824,10/15/2015 0:00,10/20/2015 0:00,Large,394,Online,Business,5
A005258,S021825,7/28/2017 0:00,8/2/2017 0:00,Large,262,Online,Business,5
A005258,S021826,11/25/2014 0:00,11/28/2014 0:00,Large,164,Online,Business,3
A005258,S021827,5/6/2016 0:00,5/8/2016 0:00,Small,251,Phone Call,Business,2
A005258,S021828,6/18/2017 0:00,6/20/2017 0:00,Small,397,Phone Call,Business,2
A005258,S021829,2/28/2016 0:00,3/4/2016 0:00,Small,202,Online,Leisure,5
A005258,S021830,5/26/2016 0:00,5/28/2016 0:00,Large,448,Online,Business,2
A005259,S021831,7/20/2016 0:00,7/26/2016 0:00,Small,282,Online,Business,6
A005259,S021832,7/28/2017 0:00,8/1/2017 0:00,Large,201,Online,Business,4
A005259,S021833,1/8/2014 0:00,1/9/2014 0:00,Small,183,Phone Call,Business,1
A005259,S021834,7/5/2015 0:00,7/9/2015 0:00,Small,412,Online,Business,4
A005259,S021835,7/26/2017 0:00,7/28/2017 0:00,Small,346,Phone Call,Business,2
A005259,S021836,6/9/2014 0:00,6/9/2014 0:00,Large,263,Phone Call,Leisure,0
A005259,S021837,9/11/2015 0:00,9/14/2015 0:00,Large,326,Online,Leisure,3
A005260,S021838,8/18/2015 0:00,8/18/2015 0:00,Small,239,Online,Leisure,0
A005260,S021839,8/14/2015 0:00,8/16/2015 0:00,Small,121,Phone Call,Business,2
A005261,S021840,1/6/2014 0:00,1/9/2014 0:00,Large,200,Phone Call,Leisure,3
A005262,S021841,7/19/2014 0:00,7/23/2014 0:00,Large,272,Phone Call,Business,4
A005262,S021842,6/22/2015 0:00,6/27/2015 0:00,Small,256,Phone Call,Business,5
A005262,S021843,4/16/2014 0:00,4/18/2014 0:00,Large,238,Phone Call,Business,2
A005262,S021844,5/28/2016 0:00,5/30/2016 0:00,Large,472,Online,Business,2
A005262,S021845,3/4/2014 0:00,3/6/2014 0:00,Small,297,Online,Leisure,2
A005262,S021846,10/13/2015 0:00,10/16/2015 0:00,Large,410,Online,Business,3
A005262,S021847,10/29/2016 0:00,11/2/2016 0:00,Small,178,Online,Business,4
A005262,S021848,2/4/2014 0:00,2/9/2014 0:00,Small,177,Online,Business,5
A005262,S021849,4/24/2015 0:00,4/27/2015 0:00,Small,417,Phone Call,Business,3
A005263,S021850,9/3/2016 0:00,9/6/2016 0:00,Large,191,Phone Call,Business,3
A005263,S021851,5/14/2016 0:00,5/17/2016 0:00,Small,241,Online,Business,3
A005264,S021852,11/27/2014 0:00,12/2/2014 0:00,Small,431,Phone Call,Leisure,5
A005264,S021853,12/23/2015 0:00,12/25/2015 0:00,Small,235,Online,Business,2
A005264,S021854,11/1/2015 0:00,11/5/2015 0:00,Small,180,Online,Business,4
A005265,S021855,8/31/2016 0:00,9/1/2016 0:00,Large,493,Online,Leisure,1
A005265,S021856,6/8/2014 0:00,6/12/2014 0:00,Small,184,Online,Business,4
A005265,S021857,10/26/2016 0:00,10/28/2016 0:00,Large,299,Online,Business,2
A005266,S021858,7/2/2014 0:00,7/4/2014 0:00,Large,284,Online,Business,2
A005266,S021859,6/30/2014 0:00,7/6/2014 0:00,Small,137,Phone Call,Business,6
A005266,S021860,3/2/2016 0:00,3/3/2016 0:00,Large,352,Phone Call,Business,1
A005266,S021861,2/11/2017 0:00,2/15/2017 0:00,Small,478,Online,Business,4
A005266,S021862,9/12/2017 0:00,9/14/2017 0:00,Small,462,Online,Business,2
A005266,S021863,7/10/2017 0:00,7/10/2017 0:00,Small,124,Online,Business,0
A005266,S021864,4/27/2017 0:00,4/27/2017 0:00,Large,97,Online,Business,0
A005266,S021865,10/24/2016 0:00,10/25/2016 0:00,Small,188,Online,Business,1
A005267,S021866,2/8/2015 0:00,2/14/2015 0:00,Small,309,Online,Business,6
A005267,S021867,5/30/2017 0:00,6/5/2017 0:00,Large,240,Phone Call,Business,6
A005267,S021868,10/9/2015 0:00,10/9/2015 0:00,Small,309,Phone Call,Business,0
A005267,S021869,12/26/2015 0:00,12/26/2015 0:00,Large,325,Online,Business,0
A005267,S021870,9/22/2014 0:00,9/24/2014 0:00,Large,273,Online,Business,2
A005267,S021871,4/9/2017 0:00,4/9/2017 0:00,Large,232,Online,Business,0
A005267,S021872,8/29/2015 0:00,9/2/2015 0:00,Large,151,Online,Leisure,4
A005267,S021873,6/17/2017 0:00,6/22/2017 0:00,Large,268,Online,Leisure,5
A005268,S021874,1/21/2015 0:00,1/21/2015 0:00,Large,321,Online,Business,0
A005268,S021875,11/7/2016 0:00,11/8/2016 0:00,Large,97,Online,Leisure,1
A005268,S021876,5/6/2015 0:00,5/6/2015 0:00,Small,208,Online,Business,0
A005268,S021877,8/15/2016 0:00,8/20/2016 0:00,Large,361,Phone Call,Business,5
A005268,S021878,3/20/2016 0:00,3/21/2016 0:00,Small,487,Online,Business,1
A005269,S021879,11/25/2015 0:00,11/29/2015 0:00,Large,248,Online,Leisure,4
A005270,S021880,8/16/2016 0:00,8/17/2016 0:00,Large,83,Online,Business,1
A005270,S021881,11/2/2017 0:00,11/5/2017 0:00,Small,237,Online,Business,3
A005270,S021882,12/21/2015 0:00,12/27/2015 0:00,Small,103,Phone Call,Business,6
A005270,S021883,1/4/2014 0:00,1/7/2014 0:00,Small,104,Online,Leisure,3
A005270,S021884,11/12/2015 0:00,11/16/2015 0:00,Large,173,Online,Business,4
A005270,S021885,11/9/2017 0:00,11/13/2017 0:00,Small,292,Phone Call,Business,4
A005270,S021886,10/7/2017 0:00,10/11/2017 0:00,Large,193,Phone Call,Business,4
A005270,S021887,4/20/2017 0:00,4/22/2017 0:00,Large,333,Online,Business,2
A005271,S021888,3/26/2016 0:00,3/31/2016 0:00,Large,380,Online,Business,5
A005271,S021889,10/28/2017 0:00,10/28/2017 0:00,Small,303,Online,Business,0
A005271,S021890,5/17/2016 0:00,5/20/2016 0:00,Large,231,Online,Business,3
A005272,S021891,4/21/2014 0:00,4/21/2014 0:00,Small,191,Phone Call,Business,0
A005273,S021892,12/5/2017 0:00,12/5/2017 0:00,Large,454,Online,Business,0
A005273,S021893,3/22/2016 0:00,3/26/2016 0:00,Large,328,Online,Business,4
A005273,S021894,4/4/2016 0:00,4/7/2016 0:00,Small,355,Online,Business,3
A005273,S021895,7/26/2014 0:00,7/27/2014 0:00,Large,368,Phone Call,Business,1
A005273,S021896,7/20/2017 0:00,7/25/2017 0:00,Large,183,Phone Call,Business,5
A005273,S021897,6/6/2016 0:00,6/10/2016 0:00,Small,182,Phone Call,Leisure,4
A005273,S021898,9/29/2016 0:00,10/4/2016 0:00,Large,96,Phone Call,Leisure,5
A005273,S021899,11/15/2017 0:00,11/18/2017 0:00,Large,217,Online,Leisure,3
A005274,S021900,8/1/2014 0:00,8/7/2014 0:00,Small,313,Online,Business,6
A005275,S021901,8/1/2015 0:00,8/4/2015 0:00,Small,132,Online,Leisure,3
A005275,S021902,5/28/2014 0:00,5/28/2014 0:00,Small,229,Phone Call,Business,0
A005276,S021903,1/1/2014 0:00,1/5/2014 0:00,Large,188,Phone Call,Business,4
A005277,S021904,3/13/2016 0:00,3/18/2016 0:00,Large,277,Online,Business,5
A005277,S021905,5/15/2017 0:00,5/20/2017 0:00,Small,384,Online,Leisure,5
A005277,S021906,5/30/2017 0:00,5/31/2017 0:00,Large,85,Phone Call,Business,1
A005277,S021907,1/13/2014 0:00,1/18/2014 0:00,Large,313,Online,Business,5
